,country,description,designation,points,price,province,region_1,title,variety,winery,millesime,Alsace,Beaujolais,Burgundy,Champagne,France Other,Languedoc-Roussillon,Loire Valley,Southwest France
102305,France,"This wine comes from a single vineyard in the heart of the appellation. It is soft, just hinting at the lime acidity while focused on ripe yellow and green-plum fruits. This wine can develop further and will be at its best from 2021.",La Carte,88,22.0,Burgundy,Mâcon-Lugny,Cave de Lugny 2019 La Carte  (Mâcon-Lugny),Chardonnay,Cave de Lugny,2019,0,0,1,0,0,0,0,0
102506,France,"This is a rich, fruity wine that has a definite minerally character. The chalky texture is laced with lemon and apricot flavors, leading to a crisp, tight finish.",Climat en Combe,89,35.0,Burgundy,Saint-Véran,Bret Brothers 2016 Climat en Combe  (Saint-Véran),Chardonnay,Bret Brothers,2016,0,0,1,0,0,0,0,0
102518,France,"Made from fruit sourced from a parcel in Fourchaume, this fruity wine offers green fruit flavors that are cut by the minerally texture. It is crisp, taut and nervy, and it needs a few years to show its best.",Les Vaupulans Fourchaume Premier Cru,89,52.0,Burgundy,Chablis,Domaine Vrignaud 2017 Les Vaupulans Fourchaume Premier Cru  (Chablis),Chardonnay,Domaine Vrignaud,2017,0,0,1,0,0,0,0,0
102519,France,"This has apricot and pear flavors, plus a nutmeg hint and intense, refreshing acidity.",Château de Rully Cuvée R. de Ternay,89,32.0,Burgundy,Rully,Antonin Rodet 2017 Château de Rully Cuvée R. de Ternay  (Rully),Chardonnay,Antonin Rodet,2017,0,0,1,0,0,0,0,0
102867,France,"Fruity and fragrant, this rich and complex wine also has a strong sense of acidity. Putting it all together, the wine has weight, aging potential and a fine, zesty, tight texture. It needs to age, so drink this fascinating wine from 2020.",Fleurs,92,34.0,France Other,Côtes du Jura,Domaine Labet 2017 Fleurs Chardonnay (Côtes du Jura),Chardonnay,Domaine Labet,2017,0,0,0,0,1,0,0,0
102884,France,"This wine is fresh, crisp with acidity and an attractive zingy character. It has a lift and brightness along with hints of yellow fruits and a touch of spice.",,88,23.0,Burgundy,Bourgogne,Chanson Père et Fils 2020  Bourgogne,Chardonnay,Chanson Père et Fils,2020,0,0,1,0,0,0,0,0
102886,France,"This wine is ripe, full of yellow fruits that are balanced with crisp acidity. That gives a balanced wine that is juicy, perfumed and rich. The aftertaste is equally attractive, showing lemon-zest flavor.",,88,23.0,Burgundy,Mâcon La Roche Vineuse,Chanson Père et Fils 2020  Mâcon La Roche Vineuse,Chardonnay,Chanson Père et Fils,2020,0,0,1,0,0,0,0,0
102966,France,"This wine is young, surprisingly fruity at this stage for this normally textured, structured Grand Cru. A pure line of sliced apple and green-plum flavors are shot through with tangy acidity. The fruitiness and intense acidity will pass soon and the wine will develop the proper steely, tight and mineral character. It will drink at its best from 2024.",Les Clos Grand Cru,94,50.0,Burgundy,Chablis,Domaine Louis Moreau 2020 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Louis Moreau,2020,0,0,1,0,0,0,0,0
102992,France,This demonstrates a fine balance between the crisp white and peach fruits and the nervy texture that keeps this feeling taut and sharp. Beneath the fruity surface there is structure and a mineral character. Age for another 2–3 years.,Fourchaume Premier Cru,87,33.0,Burgundy,Chablis,Domaine L. Chatelain 2016 Fourchaume Premier Cru  (Chablis),Chardonnay,Domaine L. Chatelain,2016,0,0,1,0,0,0,0,0
103005,France,"This is ripe and finely balanced, with its wood-aging character showing well with the yellow fruit flavor. It has weight and a fine sheen of brightness, while the finish shows a crisper side.",,87,26.0,Burgundy,Bourgogne,Bzikot Père et Fils 2016  Bourgogne,Chardonnay,Bzikot Père et Fils,2016,0,0,1,0,0,0,0,0
103007,France,"Rich and soft, this is full of pear and quince flavors that pack a punch of acidity. The fruitiness is offset by a yeasty character that adds notes of almond and spice.",,87,30.0,Burgundy,Chablis,William Fèvre 2016  Chablis,Chardonnay,William Fèvre,2016,0,0,1,0,0,0,0,0
103011,France,"This is initially round and ripe, with a hint of vanilla, before showing a more structured, steely side. It shows fine balance between its intense texture and fruitiness, promising 2–3 years of aging.",La Pierrelée,87,26.0,Burgundy,Chablis,La Chablisienne 2016 La Pierrelée  (Chablis),Chardonnay,La Chablisienne,2016,0,0,1,0,0,0,0,0
103133,France,"This is aromatic, with ripeness that balances the bright green and white fruits. Wood and spice notes are followed by a touch of lemon jelly and minerally acidity. It's a wine that is still developing, waiting for the ripe fruit of the vintage to surface.",Clos St-Jean Premier Cru,91,63.0,Burgundy,Chassagne-Montrachet,Henri de Villamont 2015 Clos St-Jean Premier Cru  (Chassagne-Montrachet),Chardonnay,Henri de Villamont,2015,0,0,1,0,0,0,0,0
103143,France,"Crisp and fruity, but also with some weight, this dense, textured wine has a very minerally character, with a straight line of tight acidity. This is complex and tense while also refreshing.",Montmains Premier Cru,91,53.0,Burgundy,Chablis,Chanson Père et Fils 2016 Montmains Premier Cru  (Chablis),Chardonnay,Chanson Père et Fils,2016,0,0,1,0,0,0,0,0
103144,France,"This impressive wood-aged wine shows both the rich side of Pouilly Fuissé and its taut, minerally character. It is full and rich, yet always expressing a nervy, zingy edge. Age for at least three years.",Vieilles Vignes,91,37.0,Burgundy,Pouilly-Fuissé,Château Vitallis 2016 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Château Vitallis,2016,0,0,1,0,0,0,0,0
103148,France,"This has a warm, rounded character, with pressing minerality. Notes of apple, pear and a touch of vanilla all add richness and an open character. It has warm, rich fruit on the finish.",Vaillons Premier Cru,91,37.0,Burgundy,Chablis,Domaine Jean-Paul et Benoît Droin 2016 Vaillons Premier Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin,2016,0,0,1,0,0,0,0,0
103149,France,"Made from grapes sourced from vines that were planted in 1955, this is ripe and rich. The fruit is still reticent, but it will develop into a concentrated, full-bodied wine. Its density is balanced by a firm, minerally structure. Age this for 2–3 years.",Vieilles Vignes Fourchaume Premier Cru,91,54.0,Burgundy,Chablis,Domaine Vrignaud 2016 Vieilles Vignes Fourchaume Premier Cru  (Chablis),Chardonnay,Domaine Vrignaud,2016,0,0,1,0,0,0,0,0
103153,France,"This is complex and ripe but also mineraly and very structured. It offers many facets of the village: its richness and its strong sense of terroir. Bright, clean and fragrant on the finish.",,90,54.0,Burgundy,Puligny-Montrachet,Louis Latour 2016  Puligny-Montrachet,Chardonnay,Louis Latour,2016,0,0,1,0,0,0,0,0
103156,France,"Big and opulent, this has ripe tropical fruits, with a soft, toasty texture and full-bodied feel. With its richness, this is developing quickly and is already ready to drink.",,90,44.0,Burgundy,Puligny-Montrachet,Michel Picard 2015  Puligny-Montrachet,Chardonnay,Michel Picard,2015,0,0,1,0,0,0,0,0
103267,France,"This rich, delicious wine is still bursting with young apple and grapefruit flavors, giving it a fruity start with great long-term potential. Then the concentration and the richly mineral texture kicks in, lending the wine intensity and the possibility of aging. Drink from 2023.",Marie-Amélie Fleur de Vigne Brut Blanc de Blancs Premier Cru Millésime,94,67.0,Champagne,Champagne,Henriet-Bazin 2018 Marie-Amélie Fleur de Vigne Brut Blanc de Blancs Premier Cru Millésime Chardonnay (Champagne),Chardonnay,Henriet-Bazin,2018,0,0,0,1,0,0,0,0
103318,France,"With just a touch of yellow fruits, this is a ripe, concentrated wine. It has something of the Chablis minerality that is combined with intense fruits and acidity. The wine is young but very drinkable now, although likely to age at least until 2024.",Vieilles Vignes,88,23.0,Burgundy,Chablis,Domaine George 2020 Vieilles Vignes  (Chablis),Chardonnay,Domaine George,2020,0,0,1,0,0,0,0,0
103363,France,This is a creamy wine with soft fruitiness. The roundness is happily cut with acidity and with a citrus edge that lifts the melon and pear flavors. The aftertaste is tangy and zesty. Drink now.,,87,20.0,Burgundy,Viré-Clessé,Jean-Luc and Paul Aegerter 2021  Viré-Clessé,Chardonnay,Jean-Luc and Paul Aegerter,2021,0,0,1,0,0,0,0,0
103497,France,"Round, soft, with the fruit dominating its mineral character, this wine shows richness, but doesn't have huge aging ability. It is more a wine that charms, is open, lively, spice and dried apricots working together with ripe acidity.",Blanchot Grand Cru,93,81.0,Burgundy,Chablis,La Chablisienne 2012 Blanchot Grand Cru  (Chablis),Chardonnay,La Chablisienne,2012,0,0,1,0,0,0,0,0
103498,France,"Perfumed white flower aromas lead into a wine that is dense and ripe. As the palate opens up, white and yellow fruits, cinnamon and buttered toast all work their ways into a wine that is almost a meal in itself. Still young, of course, already fresh, it will surely deepen and broaden as it ages. Screwcap.",Les Blanchots Grand Cru,93,98.0,Burgundy,Chablis,Domaine Laroche 2012 Les Blanchots Grand Cru  (Chablis),Chardonnay,Domaine Laroche,2012,0,0,1,0,0,0,0,0
103499,France,"Still young, this is a wine that needs to open and ripen. But already there are signs of richness, a wood- and tropical fruit-flavored wine that is typical of the full character of a Corton Charlemagne. It would be worth keeping 2–3 years for the wood to soften, the fruit to round out.",,93,187.0,Burgundy,Corton-Charlemagne,Bertrand Ambroise 2012  Corton-Charlemagne,Chardonnay,Bertrand Ambroise,2012,0,0,1,0,0,0,0,0
103504,France,"Showing the typical power of Corton-Charlemagne, this is a classic wine that offers full-on fruit allied to a strong wood element. It is rich and bold, flavored with white fruits, apricots, almonds and spice. While it is drinkable now, it would certainly repay cellaring for 3–4 years.",,93,136.0,Burgundy,Corton-Charlemagne,Maison Champy 2012  Corton-Charlemagne,Chardonnay,Maison Champy,2012,0,0,1,0,0,0,0,0
103505,France,"This wine from a parcel in the Fourchaume vineyard is a step up from the Fourchaume premier cru wine. That's because it has an extra edge of minerality, of apple skins and tight, ageworthy green fruits. With its final burst of acidity, this will certainly mature over the next 3–4 years.",Fourchaume Vignoble de Vaulorent Premier Cru,93,70.0,Burgundy,Chablis,William Fèvre 2012 Fourchaume Vignoble de Vaulorent Premier Cru  (Chablis),Chardonnay,William Fèvre,2012,0,0,1,0,0,0,0,0
103506,France,"An impressive wine, with its tense structure, its ripe pear and melon flavors and its layers of richness. The smooth wood shows slowly and gently as it underlies the fruit flavors. There is also power here, and a definite ability to age.",Les Clos Grand Cru,93,95.0,Burgundy,Chablis,Domaine Christian Moreau Père et Fils 2011 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils,2011,0,0,1,0,0,0,0,0
103507,France,"There is a definite richness to this wine, the ripe white fruit and melon flavors aided by a judicious amount of vanilla and toast. That makes the wine seductive, but Laroche does not forget its Chablis origins and leaves enough room for a core of grapefruit, steel and tight acidity. Screwcap.",Réserve de l'Obédience Les Blanchots Grand Cru,93,149.0,Burgundy,Chablis,Domaine Laroche 2012 Réserve de l'Obédience Les Blanchots Grand Cru  (Chablis),Chardonnay,Domaine Laroche,2012,0,0,1,0,0,0,0,0
103508,France,"This is one of Olivier Leflaive's benchmark wines, showing how his winemaker Franck Grux keeps lightness, freshness and complexity all in play. To start, it is firm and austere, then it bursts out with green fruits, toast, white currants and lemon, integrated and balanced. Drink now, or age for 2–3 years.",Abbaye de Morgeot Premier Cru,93,101.0,Burgundy,Chassagne-Montrachet,Olivier Leflaive 2012 Abbaye de Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Olivier Leflaive,2012,0,0,1,0,0,0,0,0
103522,France,"With fruit from the chalk vineyards of the Côte des Blancs, this wine named after Alain Thiénot's son Stanislas is tightly textured, mineral-driven, steely and crisp. Apple skins and lime juice feature along with a continuing freshness despite the wine's age. It can be enjoyed now, although it will be better from 2021.",Cuvée Stanislas Blanc de Blancs Brut Millesimé,92,108.0,Champagne,Champagne,Thiénot 2012 Cuvée Stanislas Blanc de Blancs Brut Millesimé Chardonnay (Champagne),Chardonnay,Thiénot,2012,0,0,0,1,0,0,0,0
103775,France,"There are touches of toast here, allowing the wine to broaden and become riper. It's still young, showing a future of yellow fruits contrasting with a tight and nervy texture. The aftertaste is full, ripe and generous. Drink from 2022.",Vosgros Premier Cru,91,38.0,Burgundy,Chablis,Domaine Ellevin 2019 Vosgros Premier Cru  (Chablis),Chardonnay,Domaine Ellevin,2019,0,0,1,0,0,0,0,0
104234,France,"From vines planted to the west of Chablis, this is a soft, ripe and fruity wine. It has some tension from the minerality while keeping the white fruit flavors to the fore. Drink now or, better, from late 2020.",,88,21.0,Burgundy,Bourgogne Côtes d’Auxerre,Domaine Céline et Frédéric Gueguen 2020  Bourgogne Côtes d’Auxerre,Chardonnay,Domaine Céline et Frédéric Gueguen,2020,0,0,1,0,0,0,0,0
104249,France,"This ripe, still very young wine has a tangy, mineral texture that cuts into the white fruit flavors. Acidity, creamy texture and flavors of melon and apricots all give this wine the potential to be deliciously fruity. Drink from 2021.",,88,20.0,Burgundy,Mâcon-Villages,Domaine Pascal et Mireille Renaud 2020  Mâcon-Villages,Chardonnay,Domaine Pascal et Mireille Renaud,2020,0,0,1,0,0,0,0,0
104379,France,"Chardonnay in Gascony retains the freshness of the region. In this wine, there is the richness of the grape, with touches of caramel and a floral perfume. It is balanced and fruity, needing a few more months in bottle. Drink from the end of 2019.",,88,19.0,Southwest France,Côtes de Gascogne,Domaine du Tariquet 2020 Chardonnay (Côtes de Gascogne),Chardonnay,Domaine du Tariquet,2020,0,0,0,0,0,0,0,1
104527,France,"This domaine is now sold through the Jean-Marc Brocard family. This is a rich wine with yellow fruit as well as crisper citrus. There is a touch of pepper that lifts the fine acidity and the ripe apple and peach. At the end, the wine is crisp and clean.",Les Grandes Vignes,89,23.0,Burgundy,Chablis,Domaine Chenevières 2021 Les Grandes Vignes  (Chablis),Chardonnay,Domaine Chenevières,2021,0,0,1,0,0,0,0,0
104529,France,"This wood-aged wine is rich, spicy and with a stylish combination of acidity and rich yellow and white fruits. The acidity cuts through the ripe texture and gives the wine its full-bodied character. The aftertaste shows a wine that is still young and will be best from 2022.",Les Chaniots Premier Cru,89,23.0,Burgundy,Montagny,Vignerons de Buxy 2020 Les Chaniots Premier Cru  (Montagny),Chardonnay,Vignerons de Buxy,2020,0,0,1,0,0,0,0,0
